,id,proto,srcip,dstip,srcport,dstport,payload_size,shannon,bien,tbien,flow
3969,hpi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5787379729352659,0.4573991448667995,0.9841814247218234,127.0.0.1:1151 -> 127.0.0.1:8088
3972,api2GHwBASTB4nx9dCQT,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5968489584623055,0.4602200803934035,0.9820627892478966,127.0.0.1:1151 -> 127.0.0.1:8088
3973,ipi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5768138191041201,0.2345341736526702,0.975341542044087,127.0.0.1:1151 -> 127.0.0.1:8088
3976,bpi2GHwBASTB4nx9dCQT,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6171020352161493,0.9534409562143874,0.9891867538773774,127.0.0.1:1151 -> 127.0.0.1:8088
3977,jpi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6151361823459319,0.0152700963402352,0.9621186230590624,127.0.0.1:1151 -> 127.0.0.1:8088
3980,kpi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5992439702814304,0.9351849051225642,0.988698897679247,127.0.0.1:1151 -> 127.0.0.1:8088
3982,lpi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6224121915112215,0.2369256373884474,0.9795981724766436,127.0.0.1:1151 -> 127.0.0.1:8088
3984,mpi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6171020352161493,0.950467506292654,0.9871984600078773,127.0.0.1:1151 -> 127.0.0.1:8088
3986,npi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6158855315459179,0.2334808685282981,0.9724847000050988,127.0.0.1:1151 -> 127.0.0.1:8088
3988,opi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5815441487133838,0.9506012371359538,0.9874639181584666,127.0.0.1:1151 -> 127.0.0.1:8088
3990,ppi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5907330325623138,0.4603799059275346,0.9827443109417195,127.0.0.1:1151 -> 127.0.0.1:8088
3992,qpi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5673231698877073,0.9506385098308114,0.9849521311216372,127.0.0.1:1151 -> 127.0.0.1:8088
3994,rpi2GHwBASTB4nx9dCRR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5641712332388249,0.2452450916785818,0.9810344226503828,127.0.0.1:1151 -> 127.0.0.1:8088
3996,s5i2GHwBASTB4nx9dSQt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6100969416330949,0.9416523606601064,0.9850282226482168,127.0.0.1:1151 -> 127.0.0.1:8088
3997,8Ji2GHwBASTB4nx9dSQw,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6087786150011248,0.4753326393618201,0.9839459346810816,127.0.0.1:1151 -> 127.0.0.1:8088
3999,9Ji2GHwBASTB4nx9dSQw,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5930863453423671,0.2344288077759537,0.9767858062088568,127.0.0.1:1151 -> 127.0.0.1:8088
4001,AJi2GHwBASTB4nx9dSUw,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6086696463032956,0.4592096095582841,0.98042893199395,127.0.0.1:1151 -> 127.0.0.1:8088
4003,v5i2GHwBASTB4nx9dSQt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5857847655573917,0.9499136092049032,0.9834648993729198,127.0.0.1:1151 -> 127.0.0.1:8088
4005,w5i2GHwBASTB4nx9dSQt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5867524820467171,0.4603319081267715,0.9834211804484146,127.0.0.1:1151 -> 127.0.0.1:8088
4007,x5i2GHwBASTB4nx9dSQt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6024864507445464,0.2368433384194107,0.9806764169120062,127.0.0.1:1151 -> 127.0.0.1:8088
4008,15i2GHwBASTB4nx9dSQt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5976471524374534,0.9500705250389924,0.9877777953637932,127.0.0.1:1151 -> 127.0.0.1:8088
4010,FJi2GHwBASTB4nx9dSUx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5793670742899173,0.2333564838302931,0.9722495398908642,127.0.0.1:1151 -> 127.0.0.1:8088
4012,GJi2GHwBASTB4nx9dSUx,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5946230392636769,0.4588070702962709,0.9818244968799557,127.0.0.1:1151 -> 127.0.0.1:8088
4013,25i2GHwBASTB4nx9dSQt,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6188987954658701,0.9530094271692406,0.9872266100278204,127.0.0.1:1151 -> 127.0.0.1:8088
4016,bJi2GHwBASTB4nx9eCVD,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.605559838587166,0.950757731120658,0.9880866545167212,127.0.0.1:1151 -> 127.0.0.1:8088
4018,U5i2GHwBASTB4nx9eCUS,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5995713062685991,0.9512468558628996,0.9873665989572308,127.0.0.1:1151 -> 127.0.0.1:8088
4020,V5i2GHwBASTB4nx9eCUS,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5954705079076679,0.0146495675198195,0.9541074757096484,127.0.0.1:1151 -> 127.0.0.1:8088
4023,X5i2GHwBASTB4nx9eCUS,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.593673747657947,0.2450882562375394,0.9798345777824494,127.0.0.1:1151 -> 127.0.0.1:8088
4025,jJi2GHwBASTB4nx9eCVD,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.580443759477072,0.4770511129422303,0.9863363305379936,127.0.0.1:1151 -> 127.0.0.1:8088
4027,kJi2GHwBASTB4nx9eCVD,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6266295341997533,0.942450391565886,0.9897856270155204,127.0.0.1:1151 -> 127.0.0.1:8088
4029,lJi2GHwBASTB4nx9eCVD,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5866085301522256,0.9507510575776053,0.9866561511839868,127.0.0.1:1151 -> 127.0.0.1:8088
4030,Y5i2GHwBASTB4nx9eCUS,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6006406959605258,0.9510942680062254,0.9895018064772296,127.0.0.1:1151 -> 127.0.0.1:8088
4031,Z5i2GHwBASTB4nx9eCUS,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.592977376644538,0.0607037560179584,0.970967501392662,127.0.0.1:1151 -> 127.0.0.1:8088
4032,mJi2GHwBASTB4nx9eCVD,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5731004806530248,0.950469151506734,0.985393985967264,127.0.0.1:1151 -> 127.0.0.1:8088
4034,nJi2GHwBASTB4nx9eCVD,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6127103207415595,0.4492326054653068,0.9771170204772492,127.0.0.1:1151 -> 127.0.0.1:8088
4037,oJi2GHwBASTB4nx9eCVD,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.569239598329944,0.2335179866829943,0.971441783121184,127.0.0.1:1151 -> 127.0.0.1:8088
4039,pJi2GHwBASTB4nx9eCVD,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.582089422096211,0.9175156375437472,0.9803955771319988,127.0.0.1:1151 -> 127.0.0.1:8088
4041,qJi2GHwBASTB4nx9eCVD,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5985237454597266,0.9506295529725928,0.9872536149064416,127.0.0.1:1151 -> 127.0.0.1:8088
4042,q5i2GHwBASTB4nx9eSU1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6014770352161491,0.9532454048479776,0.98679990622046,127.0.0.1:1151 -> 127.0.0.1:8088
4044,r5i2GHwBASTB4nx9eSU1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6097279066068546,0.9513635062614002,0.9871414726888698,127.0.0.1:1151 -> 127.0.0.1:8088
4046,s5i2GHwBASTB4nx9eSU1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5966978608317235,0.951375823751447,0.9887764630238411,127.0.0.1:1151 -> 127.0.0.1:8088
4048,t5i2GHwBASTB4nx9eSU1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6110045341997532,0.0298015080129238,0.9645285863757292,127.0.0.1:1151 -> 127.0.0.1:8088
4050,u5i2GHwBASTB4nx9eSU1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6223704924721497,0.949853300978498,0.9869596730565012,127.0.0.1:1151 -> 127.0.0.1:8088
4051,6Ji2GHwBASTB4nx9eSVu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5929101069857804,0.4573036565511585,0.9812479969019882,127.0.0.1:1151 -> 127.0.0.1:8088
4053,7Ji2GHwBASTB4nx9eSVu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5764447840778797,0.4614390901884586,0.9847277841560742,127.0.0.1:1151 -> 127.0.0.1:8088
4055,15i2GHwBASTB4nx9eSU1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.57750347427512,0.9364486410105388,0.9844373316533584,127.0.0.1:1151 -> 127.0.0.1:8088
4056,8Ji2GHwBASTB4nx9eSVu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6106771982125845,0.948337973217594,0.985791144138385,127.0.0.1:1151 -> 127.0.0.1:8088
4060,9Ji2GHwBASTB4nx9eSVu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5824096123472894,0.4751603403190144,0.981742000193609,127.0.0.1:1151 -> 127.0.0.1:8088
4061,55i2GHwBASTB4nx9eSU1,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6024447517054748,0.4613897027658094,0.9797147780665052,127.0.0.1:1151 -> 127.0.0.1:8088
4063,-Ji2GHwBASTB4nx9eSVu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6113062995672359,0.9487806101159788,0.9869770387074204,127.0.0.1:1151 -> 127.0.0.1:8088
4065,_Ji2GHwBASTB4nx9eSVu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6109444102770859,0.9500013030704098,0.98722258292593,127.0.0.1:1151 -> 127.0.0.1:8088
4067,AJi2GHwBASTB4nx9eSZu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.606854461169979,0.1201002729255912,0.9759705479858746,127.0.0.1:1151 -> 127.0.0.1:8088
4069,BJi2GHwBASTB4nx9eSZu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5751264574459095,0.9266855719356768,0.9864843367822456,127.0.0.1:1151 -> 127.0.0.1:8088
4071,CJi2GHwBASTB4nx9eSZu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6163038412410012,0.943883056548738,0.9880519552542186,127.0.0.1:1151 -> 127.0.0.1:8088
4073,DJi2GHwBASTB4nx9eSZu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6123228608317234,0.951242333507366,0.9888549667779236,127.0.0.1:1151 -> 127.0.0.1:8088
4075,EJi2GHwBASTB4nx9eSZu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.597278117411213,0.9515231686496686,0.9894788016143942,127.0.0.1:1151 -> 127.0.0.1:8088
4077,FJi2GHwBASTB4nx9eSZu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6040832685885235,0.4756684565912583,0.983809942235937,127.0.0.1:1151 -> 127.0.0.1:8088
4079,GJi2GHwBASTB4nx9eSZu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.594471941633095,0.9506287942258868,0.9869391237971152,127.0.0.1:1151 -> 127.0.0.1:8088
4081,HJi2GHwBASTB4nx9eSZu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6060979662339027,0.2365719865106534,0.9767039609656214,127.0.0.1:1151 -> 127.0.0.1:8088
4083,IJi2GHwBASTB4nx9eSZu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5937338715806143,0.9509217138017152,0.9868028151681312,127.0.0.1:1151 -> 127.0.0.1:8088
4085,JJi2GHwBASTB4nx9eSZu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5953122645409957,0.95324353287674,0.9882206923369764,127.0.0.1:1151 -> 127.0.0.1:8088
4088,Kpi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5730359693546914,0.952926770584159,0.9888324128323248,127.0.0.1:1151 -> 127.0.0.1:8088
4090,Lpi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.595832397197818,0.950799811923077,0.988363387909628,127.0.0.1:1151 -> 127.0.0.1:8088
4092,Mpi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5891546396019324,0.9261351339207764,0.9858486278583738,127.0.0.1:1151 -> 127.0.0.1:8088
4094,Npi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6205136082997617,0.2358017864068919,0.9788704256522244,127.0.0.1:1151 -> 127.0.0.1:8088
4096,Opi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.603763078337445,0.4771265394847922,0.9856981171914178,127.0.0.1:1151 -> 127.0.0.1:8088
4098,Ppi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6215050288382443,0.9302207037443884,0.9840478027830318,127.0.0.1:1151 -> 127.0.0.1:8088
4100,Qpi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5876600746133754,0.930275621574718,0.9846727370311356,127.0.0.1:1151 -> 127.0.0.1:8088
4102,Rpi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5910115237743206,0.0299887544465254,0.9664401088961984,127.0.0.1:1151 -> 127.0.0.1:8088
4104,Spi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6059051695642492,0.4492202560863448,0.978417325518968,127.0.0.1:1151 -> 127.0.0.1:8088
4106,Zpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5778151437391171,0.9266338335498584,0.9870930146121136,127.0.0.1:1151 -> 127.0.0.1:8088
4107,Tpi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5956812995672361,0.233465619166508,0.9736617562060512,127.0.0.1:1151 -> 127.0.0.1:8088
4110,api2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5979256436494601,0.243534512535887,0.9767619568329816,127.0.0.1:1151 -> 127.0.0.1:8088
4111,Upi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5555131815414037,0.4600493115623478,0.9808557021004766,127.0.0.1:1151 -> 127.0.0.1:8088
4112,bpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5924880937729632,0.2366373407473155,0.9792359245641512,127.0.0.1:1151 -> 127.0.0.1:8088
4115,Vpi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.588574383022443,0.953181136597332,0.9895918786495812,127.0.0.1:1151 -> 127.0.0.1:8088
4116,cpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6117610291358295,0.2368660175641291,0.9735801940866656,127.0.0.1:1151 -> 127.0.0.1:8088
4119,Wpi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6008896329005694,0.9515221988069782,0.9875595177091284,127.0.0.1:1151 -> 127.0.0.1:8088
4120,dpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5977144220962108,0.4539528135538523,0.9779364981219107,127.0.0.1:1151 -> 127.0.0.1:8088
4123,Xpi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.586643513348888,0.9328779536760058,0.9870578510870336,127.0.0.1:1151 -> 127.0.0.1:8088
4124,epi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5796562649966107,0.933373224835344,0.9868813734292816,127.0.0.1:1151 -> 127.0.0.1:8088
4127,Ypi2GHwBASTB4nx9eiYu,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6091713540765222,0.9506375144356404,0.9861809252050556,127.0.0.1:1151 -> 127.0.0.1:8088
4128,fpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5868197517054747,0.4615497200406035,0.9797950308722688,127.0.0.1:1151 -> 127.0.0.1:8088
4131,gpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5875089769827935,0.4572606741515273,0.9820829307912372,127.0.0.1:1151 -> 127.0.0.1:8088
4133,hpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5914222578396325,0.9507070219468674,0.987878878135243,127.0.0.1:1151 -> 127.0.0.1:8088
4135,ipi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6002605315459179,0.9490078862972262,0.9884273472764344,127.0.0.1:1151 -> 127.0.0.1:8088
4137,jpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6013860615082346,0.929855887474518,0.9832825783505064,127.0.0.1:1151 -> 127.0.0.1:8088
4139,kpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.588138078337445,0.2450991371636666,0.981307533748468,127.0.0.1:1151 -> 127.0.0.1:8088
4141,lpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.607005558800561,0.9259138711282696,0.9772313706079678,127.0.0.1:1151 -> 127.0.0.1:8088
4143,mpi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5784523359871687,0.953158845815498,0.9851587694154216,127.0.0.1:1151 -> 127.0.0.1:8088
4145,npi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5817620861090422,0.9447226120000805,0.9831853592072216,127.0.0.1:1151 -> 127.0.0.1:8088
4147,opi2GHwBASTB4nx9eiZa,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6135089446103886,0.9442972080130662,0.9709273818018777,127.0.0.1:1151 -> 127.0.0.1:8088
4149,ppi2GHwBASTB4nx9eia8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5701109207822297,0.4534004742971304,0.9735617012234088,127.0.0.1:1151 -> 127.0.0.1:8088
4151,qpi2GHwBASTB4nx9eia8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5814603207415594,0.1171357651530018,0.9727142720951224,127.0.0.1:1151 -> 127.0.0.1:8088
4153,rpi2GHwBASTB4nx9eia8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6157164389254214,0.9351886963378568,0.9840298602737448,127.0.0.1:1151 -> 127.0.0.1:8088
4155,spi2GHwBASTB4nx9eia8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5705162259228426,0.4560631378057053,0.9753026748706304,127.0.0.1:1151 -> 127.0.0.1:8088
4157,tpi2GHwBASTB4nx9eia8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6207064049694152,0.9513584574303576,0.9860101200728588,127.0.0.1:1151 -> 127.0.0.1:8088
4159,6pi2GHwBASTB4nx9eibh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6030738530601263,0.4583250654986227,0.9828002991537852,127.0.0.1:1151 -> 127.0.0.1:8088
4162,7pi2GHwBASTB4nx9eibh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6067454924721498,0.2451355633414923,0.981643782087917,127.0.0.1:1151 -> 127.0.0.1:8088
4165,9pi2GHwBASTB4nx9eibh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6306702086380173,0.95124604088349,0.9890531169634704,127.0.0.1:1151 -> 127.0.0.1:8088
4167,-pi2GHwBASTB4nx9eibh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5533254076232506,0.4584549021575509,0.9822683945444762,127.0.0.1:1151 -> 127.0.0.1:8088
4170,Cpi2GHwBASTB4nx9eifh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6038720470352742,0.9447576277014136,0.987643991717738,127.0.0.1:1151 -> 127.0.0.1:8088
4172,Dpi2GHwBASTB4nx9eifh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6059051695642491,0.120788341682242,0.975024324600351,127.0.0.1:1151 -> 127.0.0.1:8088
4176,4pi2GHwBASTB4nx9eia8,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5662280598169569,0.4571520498212964,0.9820343855164542,127.0.0.1:1151 -> 127.0.0.1:8088
4177,Gpi2GHwBASTB4nx9eifh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6176822917956387,0.1174802201242274,0.9727351904722316,127.0.0.1:1151 -> 127.0.0.1:8088
4179,Hpi2GHwBASTB4nx9eifh,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5869704194423756,0.4598838893358639,0.9766223857722218,127.0.0.1:1151 -> 127.0.0.1:8088
4181,Ipi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.613290577321049,0.4601619011431864,0.9814005841497236,127.0.0.1:1151 -> 127.0.0.1:8088
4183,Jpi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5996802749664283,0.2419000805022541,0.971043593301186,127.0.0.1:1151 -> 127.0.0.1:8088
4185,Kpi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5844664389254214,0.9487339580797776,0.9879575598916452,127.0.0.1:1151 -> 127.0.0.1:8088
4187,Lpi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.580443759477072,0.1127299689455176,0.9718295683758502,127.0.0.1:1151 -> 127.0.0.1:8088
4189,Mpi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5626838139863581,0.9424320371781162,0.9879763546494224,127.0.0.1:1151 -> 127.0.0.1:8088
4191,Npi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5756954348778938,0.9512329787301738,0.9874226831665766,127.0.0.1:1151 -> 127.0.0.1:8088
4194,Ypi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6280151304904811,0.949008077998288,0.9889321189342084,127.0.0.1:1151 -> 127.0.0.1:8088
4196,Zpi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5760156251289721,0.243248619503452,0.9768955773096384,127.0.0.1:1151 -> 127.0.0.1:8088
4198,api2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.594623039263677,0.9482292767366391,0.986307870021036,127.0.0.1:1151 -> 127.0.0.1:8088
4200,Rpi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6115246668565756,0.4577426116870263,0.9818004231764876,127.0.0.1:1151 -> 127.0.0.1:8088
4202,Spi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5949920742899172,0.4769879436016455,0.9842740729416444,127.0.0.1:1151 -> 127.0.0.1:8088
4204,Tpi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5823427725822129,0.943381180187067,0.983197853728658,127.0.0.1:1151 -> 127.0.0.1:8088
4206,cpi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6150452086380173,0.9349427681775042,0.9856398907640525,127.0.0.1:1151 -> 127.0.0.1:8088
4208,Wpi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6273187594770719,0.94335254755263,0.9827919647879076,127.0.0.1:1151 -> 127.0.0.1:8088
4210,Xpi2GHwBASTB4nx9eyeU,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6075436864472977,0.9531931256813576,0.9876689894206876,127.0.0.1:1151 -> 127.0.0.1:8088
4212,fpi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6096189379090254,0.9507440024867818,0.9891234437201648,127.0.0.1:1151 -> 127.0.0.1:8088
4214,gpi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5963709547382358,0.4593954795868169,0.9817078665917244,127.0.0.1:1151 -> 127.0.0.1:8088
4216,hpi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5986637137019408,0.4599561841241757,0.9824025459501948,127.0.0.1:1151 -> 127.0.0.1:8088
4218,ipi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5909693948415679,0.9513869066052576,0.9909965088984224,127.0.0.1:1151 -> 127.0.0.1:8088
4220,jpi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6230597177494686,0.4576514876825631,0.9845737470402652,127.0.0.1:1151 -> 127.0.0.1:8088
4222,kpi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.617791260493468,0.0603747799031077,0.9696586046190916,127.0.0.1:1151 -> 127.0.0.1:8088
4224,lpi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6096005130254298,0.4491712819909031,0.9757425223248856,127.0.0.1:1151 -> 127.0.0.1:8088
4226,mpi2GHwBASTB4nx9eyem,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6129703870699706,0.2449496706466386,0.9807089276580434,127.0.0.1:1151 -> 127.0.0.1:8088
4228,npi2GHwBASTB4nx9fCeR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6073745938268014,0.1195082253709071,0.9737127431258656,127.0.0.1:1151 -> 127.0.0.1:8088
4230,opi2GHwBASTB4nx9fCeR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5928082840240415,0.4592531415640666,0.9838549344631008,127.0.0.1:1151 -> 127.0.0.1:8088
4232,ppi2GHwBASTB4nx9fCeR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5468404466970186,0.1203757431896823,0.9757009678175372,127.0.0.1:1151 -> 127.0.0.1:8088
4234,qpi2GHwBASTB4nx9fCeR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6261094015429309,0.2437414658105194,0.9758235331517098,127.0.0.1:1151 -> 127.0.0.1:8088
4236,rpi2GHwBASTB4nx9fCeR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5707584470204768,0.4724886576553682,0.9831585088662836,127.0.0.1:1151 -> 127.0.0.1:8088
4238,spi2GHwBASTB4nx9fCeR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5891546396019324,0.9534703096213516,0.989427423440064,127.0.0.1:1151 -> 127.0.0.1:8088
4240,tpi2GHwBASTB4nx9fCeR,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5683630053076708,0.2417811244329884,0.9739218764173136,127.0.0.1:1151 -> 127.0.0.1:8088
