,id,proto,srcip,dstip,srcport,dstport,payload_size,shannon,bien,tbien,flow
777,-pi2GHwBASTB4nx9Jw6l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6049307372325144,0.4498143788996769,0.9792674864089532,127.0.0.1:1151 -> 127.0.0.1:8088
779,_pi2GHwBASTB4nx9Jw6l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5778303803686075,0.4571392680414534,0.9833602799574228,127.0.0.1:1151 -> 127.0.0.1:8088
781,Api2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.617094889480059,0.9443294375933144,0.9869339052227322,127.0.0.1:1151 -> 127.0.0.1:8088
783,Bpi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5981857099778712,0.4584711719804321,0.9813454138533744,127.0.0.1:1151 -> 127.0.0.1:8088
785,Cpi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5984946210814442,0.950859120417766,0.9873770043130488,127.0.0.1:1151 -> 127.0.0.1:8088
787,Dpi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.600520597874329,0.935114676526118,0.9872280957373528,127.0.0.1:1151 -> 127.0.0.1:8088
789,Epi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6019061941650569,0.9512917271594424,0.9871036921129815,127.0.0.1:1151 -> 127.0.0.1:8088
791,Fpi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6064854261437387,0.2369243437948697,0.9806450302334176,127.0.0.1:1151 -> 127.0.0.1:8088
793,Gpi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6312504652175067,0.11415183434719,0.9738653526698252,127.0.0.1:1151 -> 127.0.0.1:8088
795,Hpi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5840552749664284,0.9433818511749638,0.9843673027051314,127.0.0.1:1151 -> 127.0.0.1:8088
797,Ipi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5799056318303352,0.950844067411012,0.9895191208720056,127.0.0.1:1151 -> 127.0.0.1:8088
799,Jpi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5997224038991811,0.2357865496125592,0.9751929526901216,127.0.0.1:1151 -> 127.0.0.1:8088
801,Kpi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5888273036147638,0.9505704558428122,0.9865955724235396,127.0.0.1:1151 -> 127.0.0.1:8088
803,Lpi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5960086355544048,0.9510603143821432,0.9861846344341936,127.0.0.1:1151 -> 127.0.0.1:8088
805,Mpi2GHwBASTB4nx9Jw-l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5727731446658562,0.235406223661264,0.9791400359839764,127.0.0.1:1151 -> 127.0.0.1:8088
807,upi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6059889975360736,0.950106422129598,0.9859966773274592,127.0.0.1:1151 -> 127.0.0.1:8088
809,vpi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6036792503656206,0.4492245094450734,0.9754885881145938,127.0.0.1:1151 -> 127.0.0.1:8088
811,wpi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5991838463587631,0.4769884530395867,0.9845353052935222,127.0.0.1:1151 -> 127.0.0.1:8088
813,xpi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5891963386410041,0.9424488891391214,0.9878974939405418,127.0.0.1:1151 -> 127.0.0.1:8088
815,ypi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5508170397306302,0.9302847964782164,0.984255293520801,127.0.0.1:1151 -> 127.0.0.1:8088
817,zpi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6006295665721583,0.9534640038654528,0.9883171605586892,127.0.0.1:1151 -> 127.0.0.1:8088
819,0pi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6077364831169513,0.9266192933525428,0.9856520826057044,127.0.0.1:1151 -> 127.0.0.1:8088
821,1pi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6244036150011248,0.9206437167555458,0.9840833308855246,127.0.0.1:1151 -> 127.0.0.1:8088
823,2pi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5839880053076708,0.9500608372709016,0.9853886690404312,127.0.0.1:1151 -> 127.0.0.1:8088
825,3pi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6103570079615063,0.2450883946862136,0.9794810641046972,127.0.0.1:1151 -> 127.0.0.1:8088
827,4pi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6077620537366373,0.9266833701496064,0.987254904219226,127.0.0.1:1151 -> 127.0.0.1:8088
829,5pi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6280388345396382,0.9485088198650288,0.9873645553799798,127.0.0.1:1151 -> 127.0.0.1:8088
831,6pi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6036541096396159,0.944508055233297,0.9863429933460056,127.0.0.1:1151 -> 127.0.0.1:8088
833,7pi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6005878675330866,0.9421658435786456,0.985693320192572,127.0.0.1:1151 -> 127.0.0.1:8088
835,8pi2GHwBASTB4nx9Jw6T,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5898438648792512,0.0151557729247478,0.957353299832918,127.0.0.1:1151 -> 127.0.0.1:8088
838,Npi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5610798504062909,0.930291841773924,0.982934216855102,127.0.0.1:1151 -> 127.0.0.1:8088
840,Opi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5748972409027456,0.9512396634562584,0.9902116500908976,127.0.0.1:1151 -> 127.0.0.1:8088
842,Ppi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5852157881254074,0.9487860501860323,0.9806120192909816,127.0.0.1:1151 -> 127.0.0.1:8088
844,Qpi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6092314779991894,0.4571528299162649,0.9846027665782822,127.0.0.1:1151 -> 127.0.0.1:8088
846,Rpi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.617791260493468,0.948096713749603,0.9840175432167616,127.0.0.1:1151 -> 127.0.0.1:8088
848,Spi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5968489584623055,0.9505862978080194,0.9871918505918568,127.0.0.1:1151 -> 127.0.0.1:8088
850,Tpi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5965888921338943,0.9506658489263772,0.9877254984976936,127.0.0.1:1151 -> 127.0.0.1:8088
852,Upi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5780416019218567,0.456549871038953,0.9809983404558296,127.0.0.1:1151 -> 127.0.0.1:8088
854,Vpi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6134905197267929,0.2366371517407138,0.9778333882226244,127.0.0.1:1151 -> 127.0.0.1:8088
856,Wpi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5810732907254046,0.0604323420639116,0.9719531522772606,127.0.0.1:1151 -> 127.0.0.1:8088
858,Xpi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6040648437049277,0.4594419201902397,0.9841363543961896,127.0.0.1:1151 -> 127.0.0.1:8088
860,Ypi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6110462332388248,0.9175118186446302,0.9824128447952152,127.0.0.1:1151 -> 127.0.0.1:8088
862,Zpi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6223704924721499,0.4526058366928291,0.9797482890224432,127.0.0.1:1151 -> 127.0.0.1:8088
864,api2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6229995938268013,0.4616154024082251,0.9851282748339626,127.0.0.1:1151 -> 127.0.0.1:8088
866,bpi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5919078371934735,0.233571271169769,0.974859720090372,127.0.0.1:1151 -> 127.0.0.1:8088
868,cpi2GHwBASTB4nx9KQ8x,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6236471200650484,0.4616098351754263,0.9799147952326196,127.0.0.1:1151 -> 127.0.0.1:8088
870,dpi2GHwBASTB4nx9Kg9f,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5771411550912887,0.4565427196072963,0.9783097089183874,127.0.0.1:1151 -> 127.0.0.1:8088
872,epi2GHwBASTB4nx9Kg9f,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6006716955049108,0.2435755284436932,0.9798848343878618,127.0.0.1:1151 -> 127.0.0.1:8088
873,spi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6019734638238143,0.926626554964768,0.9858325701247126,127.0.0.1:1151 -> 127.0.0.1:8088
875,tpi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5905402358926602,0.9207676578278464,0.9847744086347652,127.0.0.1:1151 -> 127.0.0.1:8088
878,fpi2GHwBASTB4nx9Kg9f,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6115663658956472,0.9425384141057316,0.9875899504503935,127.0.0.1:1151 -> 127.0.0.1:8088
880,gpi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6120627945033124,0.9511596112465536,0.9865026166359068,127.0.0.1:1151 -> 127.0.0.1:8088
881,upi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5969579271601346,0.9484136426897116,0.9857607485147188,127.0.0.1:1151 -> 127.0.0.1:8088
883,vpi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6171020352161493,0.236672273941192,0.9788975143731214,127.0.0.1:1151 -> 127.0.0.1:8088
885,wpi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5700015221907194,0.4526842842517347,0.9789300277304536,127.0.0.1:1151 -> 127.0.0.1:8088
887,hpi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5939939379090254,0.950628213551467,0.989281440336938,127.0.0.1:1151 -> 127.0.0.1:8088
889,ipi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5936064779991894,0.4537114570622724,0.9777693256264414,127.0.0.1:1151 -> 127.0.0.1:8088
891,jpi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6017972254672276,0.0306053634712795,0.968444320927041,127.0.0.1:1151 -> 127.0.0.1:8088
893,kpi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6036792503656206,0.9489725380092328,0.9897959153538094,127.0.0.1:1151 -> 127.0.0.1:8088
894,lpi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6261932295147553,0.029985909506837,0.966249946913095,127.0.0.1:1151 -> 127.0.0.1:8088
896,mpi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6033102153393802,0.4770843312736581,0.9848469890753984,127.0.0.1:1151 -> 127.0.0.1:8088
899,npi2GHwBASTB4nx9Kg9g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6235381513672192,0.1205929663899462,0.9763309815465874,127.0.0.1:1151 -> 127.0.0.1:8088
900,6pi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5937338715806143,0.4698006086952694,0.98045971226024,127.0.0.1:1151 -> 127.0.0.1:8088
903,7pi2GHwBASTB4nx9Kg9h,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6188078217579555,0.9498433057501704,0.9868074918674552,127.0.0.1:1151 -> 127.0.0.1:8088
904,IJi2GHwBASTB4nx9Hw22,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5972179934885459,0.950549721478936,0.986197507582317,127.0.0.1:1151 -> 127.0.0.1:8088
906,Zpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6002004076232507,0.9204542550072328,0.9792337632062632,127.0.0.1:1151 -> 127.0.0.1:8088
908,api2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6171621591388164,0.2428128710287271,0.973991073011552,127.0.0.1:1151 -> 127.0.0.1:8088
910,bpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5714965170729576,0.9507394663746196,0.9873780787802502,127.0.0.1:1151 -> 127.0.0.1:8088
912,cpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.588138078337445,0.9534743376279444,0.9904633339004104,127.0.0.1:1151 -> 127.0.0.1:8088
914,dpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5783689379090254,0.0604695474148981,0.9713544612414567,127.0.0.1:1151 -> 127.0.0.1:8088
916,epi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5799890299084784,0.948150306067336,0.9835068326477766,127.0.0.1:1151 -> 127.0.0.1:8088
918,fpi2GHwBASTB4nx9IQ3l,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.583298780030352,0.9447871524272998,0.9844287859163776,127.0.0.1:1151 -> 127.0.0.1:8088
920,JJi2GHwBASTB4nx9Hw22,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6237560887628776,0.9529805315131712,0.9877890469909294,127.0.0.1:1151 -> 127.0.0.1:8088
922,KJi2GHwBASTB4nx9Hw22,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5891546396019324,0.9515246379594496,0.9894875394075768,127.0.0.1:1151 -> 127.0.0.1:8088
924,LJi2GHwBASTB4nx9Hw22,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6072656251289721,0.9353669051408368,0.9892799772142772,127.0.0.1:1151 -> 127.0.0.1:8088
926,MJi2GHwBASTB4nx9Hw22,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5932374429729491,0.2368464953289311,0.97913351064963,127.0.0.1:1151 -> 127.0.0.1:8088
928,NJi2GHwBASTB4nx9Hw22,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6297630459650402,0.9506489491510464,0.9882466338147484,127.0.0.1:1151 -> 127.0.0.1:8088
930,OJi2GHwBASTB4nx9Hw22,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6117610291358296,0.9515251852636596,0.989118196137179,127.0.0.1:1151 -> 127.0.0.1:8088
932,PJi2GHwBASTB4nx9Hw22,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6000914389254214,0.9442286141689914,0.985426445662132,127.0.0.1:1151 -> 127.0.0.1:8088
935,gpi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6083911550912888,0.953426950330648,0.9896471884103444,127.0.0.1:1151 -> 127.0.0.1:8088
937,hpi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6035030120090339,0.94217542816084,0.9853440461397605,127.0.0.1:1151 -> 127.0.0.1:8088
939,ipi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5976475823311345,0.9513759686551544,0.9840412440914764,127.0.0.1:1151 -> 127.0.0.1:8088
941,jpi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5940356369480971,0.475610184269214,0.9852426829211022,127.0.0.1:1151 -> 127.0.0.1:8088
943,kpi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5971274496743121,0.4595770595607166,0.9806879856978764,127.0.0.1:1151 -> 127.0.0.1:8088
945,lpi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6188078217579555,0.9512996492929048,0.9856315895297156,127.0.0.1:1151 -> 127.0.0.1:8088
947,mpi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5870613931502903,0.9373744376163315,0.9852731766796275,127.0.0.1:1151 -> 127.0.0.1:8088
949,npi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6073745938268014,0.9530119935081344,0.9898472616692404,127.0.0.1:1151 -> 127.0.0.1:8088
951,opi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6133995460188783,0.939839286472756,0.98682210063091,127.0.0.1:1151 -> 127.0.0.1:8088
953,ppi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6164056642027401,0.9445869799451062,0.9883666577576528,127.0.0.1:1151 -> 127.0.0.1:8088
955,qpi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5986637137019408,0.2435526449955722,0.9776428560433548,127.0.0.1:1151 -> 127.0.0.1:8088
957,rpi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6324252698486664,0.9456127655931312,0.9810370905369334,127.0.0.1:1151 -> 127.0.0.1:8088
959,spi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6262420742899173,0.937326211646074,0.9853898504188876,127.0.0.1:1151 -> 127.0.0.1:8088
961,tpi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5901039312076625,0.9507457748177052,0.9878932490605062,127.0.0.1:1151 -> 127.0.0.1:8088
963,upi2GHwBASTB4nx9Iw3b,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5583830732196831,0.4594225784305586,0.9830589060791912,127.0.0.1:1151 -> 127.0.0.1:8088
965,vpi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5690522305849895,0.2352500902542487,0.9782515463434583,127.0.0.1:1151 -> 127.0.0.1:8088
967,wpi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5999824702275921,0.2352049872367036,0.976180460220014,127.0.0.1:1151 -> 127.0.0.1:8088
969,xpi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5936249028827851,0.4615416298180519,0.9836937281729584,127.0.0.1:1151 -> 127.0.0.1:8088
971,ypi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6071145274983901,0.1171820115423679,0.9745672409230912,127.0.0.1:1151 -> 127.0.0.1:8088
973,zpi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6036119807068631,0.9257898647845336,0.9847277485408228,127.0.0.1:1151 -> 127.0.0.1:8088
975,0pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6064015981719143,0.4574347188270073,0.9798260275626204,127.0.0.1:1151 -> 127.0.0.1:8088
977,1pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5846355315459179,0.1189888670083656,0.9703740770595796,127.0.0.1:1151 -> 127.0.0.1:8088
979,2pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5886582109942672,0.0603761518299295,0.970402534404482,127.0.0.1:1151 -> 127.0.0.1:8088
981,3pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6089714116707783,0.9352193808022936,0.982935012344932,127.0.0.1:1151 -> 127.0.0.1:8088
983,4pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5915316564311428,0.9510818205735906,0.98547429491474,127.0.0.1:1151 -> 127.0.0.1:8088
985,5pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5896747722587549,0.942411844333357,0.9858535026130996,127.0.0.1:1151 -> 127.0.0.1:8088
987,6pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6158438325068463,0.4615904426523627,0.9857188102448076,127.0.0.1:1151 -> 127.0.0.1:8088
990,_pi2GHwBASTB4nx9JQ0g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5615090093551985,0.9485501549054076,0.9890499625380084,127.0.0.1:1151 -> 127.0.0.1:8088
991,7pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5786707032765083,0.9532381918639026,0.9886263866404752,127.0.0.1:1151 -> 127.0.0.1:8088
993,Api2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5961777281749011,0.4602136510917946,0.981169059584719,127.0.0.1:1151 -> 127.0.0.1:8088
995,8pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5922881513672192,0.9509150656821648,0.989048785964584,127.0.0.1:1151 -> 127.0.0.1:8088
998,Bpi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5873815834013686,0.9442789258121688,0.9872732010345012,127.0.0.1:1151 -> 127.0.0.1:8088
999,9pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6206647059303436,0.9515929959266906,0.9900231610798964,127.0.0.1:1151 -> 127.0.0.1:8088
1001,-pi2GHwBASTB4nx9JA11,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5852646329005694,0.2419072703340712,0.9761089242779912,127.0.0.1:1151 -> 127.0.0.1:8088
1003,Cpi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5780904466970186,0.4556816029634131,0.9820652981271802,127.0.0.1:1151 -> 127.0.0.1:8088
1005,Dpi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6067454924721497,0.4755161101972495,0.983231755340252,127.0.0.1:1151 -> 127.0.0.1:8088
1007,Epi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6168348231516478,0.4596765191014145,0.9830855145019272,127.0.0.1:1151 -> 127.0.0.1:8088
1009,Fpi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5770923103161268,0.953036462243373,0.9898362094892356,127.0.0.1:1151 -> 127.0.0.1:8088
1011,Gpi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5916406251289721,0.945651723917,0.9874627522246842,127.0.0.1:1151 -> 127.0.0.1:8088
1013,Hpi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6002605315459179,0.1136034950671171,0.970370053039186,127.0.0.1:1151 -> 127.0.0.1:8088
1015,Ipi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6216139975360736,0.9490021600487396,0.9873554961424376,127.0.0.1:1151 -> 127.0.0.1:8088
1017,Jpi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6116520604380004,0.9501462981918584,0.9864701594147862,127.0.0.1:1151 -> 127.0.0.1:8088
1019,Kpi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6137124407747286,0.950760882453091,0.9851985536604432,127.0.0.1:1151 -> 127.0.0.1:8088
1021,Lpi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6144398113325228,0.9504599233456414,0.9884944803742324,127.0.0.1:1151 -> 127.0.0.1:8088
1023,Mpi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5741587409565839,0.9206179824254228,0.9811086951594172,127.0.0.1:1151 -> 127.0.0.1:8088
1025,Npi2GHwBASTB4nx9JQ4g,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5816948164502848,0.4726348374374689,0.9863438680571228,127.0.0.1:1151 -> 127.0.0.1:8088
1027,Opi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.610096941633095,0.9511244440385478,0.985559311555444,127.0.0.1:1151 -> 127.0.0.1:8088
1029,Ppi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5753263998516533,0.473006672472156,0.9842988396101392,127.0.0.1:1151 -> 127.0.0.1:8088
1031,Qpi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6133995460188783,0.9400857539329576,0.985601957773926,127.0.0.1:1151 -> 127.0.0.1:8088
1033,Rpi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.574395103235838,0.9509267909319304,0.9884206063081256,127.0.0.1:1151 -> 127.0.0.1:8088
1035,Spi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6208337985508401,0.9398116977791392,0.9842410394528333,127.0.0.1:1151 -> 127.0.0.1:8088
1037,Tpi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5915079523819857,0.1181563595266663,0.9757129812455384,127.0.0.1:1151 -> 127.0.0.1:8088
1039,Upi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5875578217579553,0.952995414645424,0.9880096941328216,127.0.0.1:1151 -> 127.0.0.1:8088
1041,Vpi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6071145274983901,0.9507399707633324,0.98514221971947,127.0.0.1:1151 -> 127.0.0.1:8088
1043,Wpi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6290065510289636,0.4603765790238385,0.983597895818224,127.0.0.1:1151 -> 127.0.0.1:8088
1045,Xpi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.5690778012046754,0.4584295211655084,0.979319888349631,127.0.0.1:1151 -> 127.0.0.1:8088
1047,Ypi2GHwBASTB4nx9JQ6-,tcp,127.0.0.1,127.0.0.1,1151,8088,32,0.6190190433112047,0.4598794594390366,0.9836543742216722,127.0.0.1:1151 -> 127.0.0.1:8088
